Date,Mkt-RF,SMB,HML,RF
2002-01-31,7.757133578132436e-05,0.017299597346981437,0.038795427332527645,0.002102132893238514
2002-02-01,-0.015294505573882093,0.016286855089791913,0.04350485653159711,0.0021021328932385648
2002-02-04,-0.04274820849525156,0.030613726473597298,0.04968812323194505,0.002102132893238661
2002-02-05,-0.03714402923742614,0.04625752924338479,0.03204979359376866,0.002102132893238661
2002-02-06,-0.05006891300524442,0.028295140482817525,0.03029653622481753,0.002102132893238809
2002-02-07,-0.0541527999019424,0.01342797572361825,0.03894583754831181,0.00210213289323877
2002-02-08,-0.04389435763222209,0.00475758118400123,0.04592492027497481,0.002102132893238788
2002-02-11,-0.03781721381341779,0.0016440780835709661,0.045714895190582285,0.0021021328932387213
2002-02-12,-0.04442916603400086,0.012297727720020857,0.03871770174428566,0.002102132893238814
2002-02-13,-0.024827217843307825,0.010175933900066709,0.029032207848445735,0.002102132893238731
2002-02-14,-0.031236439474690143,0.011192616603267378,0.025539436053811853,0.0021021328932387157
2002-02-15,-0.05147696935594974,0.011693951564399245,0.03140848704327658,0.0021021328932388198
2002-02-19,-0.07634390878892168,0.01351318144733218,0.03181944769156544,0.002102132893238707
2002-02-20,-0.05746151336940014,0.014531071556247712,0.02690845775708903,0.0021021328932388154
2002-02-21,-0.06964828943187851,-0.0018145412403984622,0.03028745657112684,0.0021021328932388085
2002-02-22,-0.05843360281528642,0.0008759856026192035,0.030906309783603255,0.002102132893238738
2002-02-25,-0.04356874562551979,-0.012845620524425672,0.03491881937258126,0.0021021328932386537
2002-02-26,-0.03421088485546468,-0.008893446049495842,0.033163494626563705,0.002102132893238606
2002-02-27,-0.025152045953957758,-0.003712231532010626,0.0380237372696873,0.0021021328932386463
2002-02-28,-0.03464197338978889,-0.0012094989946613325,0.039783801456160915,0.0021021328932386315
2002-03-01,0.00303819353624495,-0.007891372541077451,0.031402620451289935,0.002102132893238612
2002-03-04,0.012169354609402943,-0.015604366953695385,0.03523952945558278,0.002102132893238638
2002-03-05,0.017694743322394183,-0.004517046871114084,0.0277444897203592,0.0021021328932385674
2002-03-06,0.0402668618354426,-0.00371922442821376,0.03051856761923456,0.002102132893238643
2002-03-07,0.026454360895495,-0.004411841910486226,0.032892558710504775,0.0021021328932387217
2002-03-08,0.029725928579624153,0.002276657697655391,0.0287729353833116,0.002102132893238661
2002-03-11,0.03178352859676797,0.005188793062171119,0.02528556950065648,0.0021021328932387044
2002-03-12,0.028380344544424944,0.008101801456175634,0.01601664571518485,0.0021021328932387087
2002-03-13,0.04557981059826666,-0.00045070470198075994,0.013786315820379995,0.0021021328932387235
2002-03-14,0.03419794229882994,0.0011444268285169205,0.020524472602267814,0.0021021328932386064
2002-03-15,0.03123871779693881,-0.002883512929393188,0.02154275684952617,0.0021021328932385995
2002-03-18,0.03954762075028305,-1.9605502155760394e-06,0.02553836085284899,0.00210213289323856
2002-03-19,0.0684032394354544,-0.005562469954364807,0.02226188046673756,0.0021021328932385374
2002-03-20,0.05607344791161305,-0.004571204473856878,0.03408053093961113,0.0021021328932383896
2002-03-21,0.0676751417054416,0.009619227105774958,0.03221732277575591,0.002102132893238358
2002-03-22,0.06756793464231214,0.01993605652075731,0.025567756276209587,0.0021021328932382998
2002-03-25,0.03562181276700322,0.029965530084778313,0.020665131806409966,0.002102132893238264
2002-03-26,0.02816100231284422,0.038227561811117736,0.021690101812240816,0.0021021328932383015
2002-03-27,0.03671870018608609,0.029981115728424074,0.033811500566900216,0.0021021328932382673
2002-03-28,0.02953280960157002,0.028229797568053633,0.038780255150580104,0.0021021328932384043
2002-04-01,0.030771221160834184,0.03277857205960736,0.039820804339351715,0.0021021328932383765
2002-04-02,0.03285611440751879,0.026227746627316587,0.03992460995024711,0.0021021328932384255
2002-04-03,0.04296769782411279,0.026330082860526332,0.040545893198250874,0.002102132893238408
2002-04-04,0.030513430436693786,0.02890440332521117,0.041893616283991145,0.0021021328932383735
2002-04-05,0.04369830982692759,0.03179864918547891,0.04313618469935678,0.0021021328932383705
2002-04-08,0.03955459445292499,0.032620472084073586,0.045014769124028076,0.0021021328932384485
2002-04-09,0.01644429164490215,0.05263168456054039,0.04522254619314512,0.0021021328932384637
2002-04-10,0.027003696932193094,0.05672426114292086,0.04104416303826548,0.0021021328932384646
2002-04-11,0.003401493665366145,0.06591868165691558,0.04498515508802183,0.0021021328932385006
2002-04-12,0.014976493341513908,0.07916654339145068,0.04248792878889697,0.0021021328932386203
2002-04-15,-0.013719281122944913,0.08958069580053576,0.045416265667517504,0.0021021328932384876
2002-04-16,-0.01101131288127425,0.08717278266064506,0.054631594865027534,0.0021021328932383436
2002-04-17,-0.008028238216729523,0.07582103821162262,0.05716018210546341,0.0021021328932384294
2002-04-18,-0.02299733571676305,0.0824978054157389,0.04725259914256084,0.002102132893238409
2002-04-19,-0.01818983114256366,0.07313810465334881,0.0491363352057732,0.00210213289323833
2002-04-22,-0.0398302061908512,0.07816175912732364,0.04430499358804723,0.002102132893238242
2002-04-23,-0.047585092350841164,0.07870030146455011,0.05015544173139773,0.002102132893238193
2002-04-24,-0.05121443114854166,0.07526084255194888,0.057735511085248284,0.0021021328932382317
2002-04-25,-0.04355444068450719,0.07215840852210037,0.05657200202305457,0.0021021328932382135
2002-04-26,-0.056568607374542924,0.06767417697878939,0.059637286942889146,0.002102132893238379
2002-04-29,-0.0746792040665416,0.0883764029917089,0.04960284293774814,0.002102132893238392
2002-04-30,-0.06441737887435317,0.08707865688321333,0.050022264653207915,0.0021021328932383006
2002-05-01,-0.060687729198747556,0.07459597634985633,0.05959278008624508,0.0021021328932383453
2002-05-02,-0.04838607610906615,0.07609411851963314,0.05643358873238038,0.0021021328932383817
2002-05-03,-0.060434223684995715,0.07151408812308312,0.06607412789951314,0.002102132893238266
2002-05-06,-0.07383232975415924,0.07247989951948841,0.07277364610975438,0.00210213289323843
2002-05-07,-0.06358856759720381,0.05660157032350234,0.08329419222390991,0.002102132893238537
2002-05-08,-0.03594302133242934,0.04178203173645217,0.06655790554629332,0.002102132893238443
2002-05-09,-0.054926937968548584,0.039905322712107054,0.06634595047762361,0.002102132893238388
2002-05-10,-0.07311410528055064,0.04105139610653979,0.06655847582898948,0.0021021328932382274
2002-05-13,-0.05576051474064905,0.03844616238254952,0.05673926440336469,0.0021021328932382013
2002-05-14,-0.02602669162792031,0.04093197007227419,0.043237305345306024,0.002102132893238165
2002-05-15,-0.020321737892757607,0.04082817787264592,0.044690715861261276,0.0021021328932381658
2002-05-16,-0.018071178561109017,0.033328215021681984,0.03200889821598048,0.0021021328932382516
2002-05-17,-0.00871853789169918,0.0330176575537333,0.020330417533369456,0.0021021328932382777
2002-05-20,-0.02482007036042402,0.026029476026310294,0.028991966069306385,0.002102132893238291
2002-05-21,-0.03031404179501328,0.018268130333267688,0.024594127430902658,0.0021021328932383392
2002-05-22,-0.03779160034567956,0.004617068010031389,0.02675311565848139,0.0021021328932382777
2002-05-23,-0.005613021220402226,-0.003849365737822268,0.017989641269177074,0.0021021328932383457
2002-05-24,-0.025433705743874917,-0.017162932278302723,0.022561907349335945,0.0021021328932382057
2002-05-28,-0.026218617689314196,-0.014716603455817467,0.01877691429492159,0.00210213289323829
2002-05-29,-0.05411984446586724,-0.009558570976174102,0.013314303494412627,0.0021021328932384524
2002-05-30,-0.054119844465867324,-0.002093682304001813,0.008365888019903312,0.002102132893238357
2002-05-31,-0.05099406385975612,-0.008745067429910292,0.016789234306704034,0.002102132893238242
2002-06-03,-0.07470261627657025,-0.013216894193384355,0.026424643509610487,0.002092112573331603
2002-06-04,-0.06164512020169145,-0.02114089851283868,0.025702027347027052,0.0020820923536212193
2002-06-05,-0.04891111248428381,-0.023975338247549393,0.016518463632220707,0.002072072234105942
2002-06-06,-0.06087870971998575,-0.02758518555710953,0.02157727951572933,0.0020620522147850174
2002-06-07,-0.05909241434353978,-0.022442700507670922,0.02270225199292148,0.0020520322956571265
2002-06-10,-0.04363171560367303,-0.024593326566553983,0.016173280010123907,0.002042012476721345
2002-06-11,-0.05154355976433678,-0.02807209021264109,0.02650169917898998,0.00203199275797676
2002-06-12,-0.05772914524413447,-0.03261652035191766,0.01163823339299492,0.002021973139422471
2002-06-13,-0.07493957181501792,-0.02567871963929009,0.007722214425022083,0.0020119536210572017
2002-06-14,-0.07364176181455794,-0.024225376440661323,-0.0019210603541647206,0.002001934202880265
2002-06-17,-0.03875367388612792,-0.03159703363653707,-0.017096065597711672,0.0019919148848906005
2002-06-18,-0.020245569196282644,-0.035085377321656584,-0.020116488076544894,0.001981895667086774
2002-06-19,-0.0327334066824399,-0.027007927631056198,-0.024583304204627295,0.001971876549468323
2002-06-20,-0.07886932413912383,-0.0060010366416540515,-0.0071899965049951045,0.0019618575320340284
2002-06-21,-0.07980381807831514,0.009047473832289155,-0.0006778259394345801,0.001951838614782873
2002-06-24,-0.06277700788008958,0.008744517224853587,-0.00904118776279704,0.001941819797713852
2002-06-25,-0.09446297439500351,0.01755141867980223,0.0013678331919216807,0.0019318010808259706
2002-06-26,-0.11634826258721821,0.024436343701715466,5.157618165930377e-05,0.0019217824641182455
2002-06-27,-0.09789449136414012,0.025151446853481807,-0.016942244699495835,0.0019117639475897043
2002-06-28,-0.09996209741283218,0.033728822870501905,0.00900065738438114,0.001901745531239194
2002-07-01,-0.1268675903792376,0.03362523244832833,0.014775058736882271,0.001901745531239284
2002-07-02,-0.13562367917101795,0.025860619824768363,0.0026154447433030525,0.0019017455312392822
2002-07-03,-0.12189370321288857,0.014440448447719977,0.0021150377535130225,0.0019017455312393035
2002-07-05,-0.094072860094596,0.012602509034326963,-0.003905479144976127,0.0019017455312394622
2002-07-08,-0.1143340707446326,0.010273756138837678,0.0003820147886342203,0.0019017455312392972
2002-07-09,-0.12499826639184379,0.027507003032636895,0.0021712513015710753,0.001901745531239307
2002-07-10,-0.14509906188430327,0.03393593750389111,0.0057939207509995466,0.0019017455312392217
2002-07-11,-0.13451285274424163,0.02006038260899664,0.0015767554648318538,0.0019017455312391558
2002-07-12,-0.13720231761642776,0.01599072219563554,-0.00022879101472419972,0.0019017455312392239
2002-07-15,-0.14271375106013956,0.012429412703712912,-0.007513280310654377,0.001901745531239348
2002-07-16,-0.13454242573971253,0.03333052343928817,-0.02751992960083477,0.0019117639475897947
2002-07-17,-0.1281309871076911,0.032194541452697074,-0.023507079068793155,0.0019217824641183
2002-07-18,-0.1586546171335748,0.029300344861401796,-0.01282270561150519,0.001931801080826172
2002-07-19,-0.17126321854874105,0.0426222817016868,-0.019959869372063888,0.001941819797713943
2002-07-22,-0.1982584414457344,0.04738264149903446,-0.015843700823426614,0.0019518386147830918
2002-07-23,-0.22282032733298712,0.05021680980134677,-0.032837464848963334,0.001961857532034319
2002-07-24,-0.1664491059075974,0.028811515905017692,-0.05441989241160838,0.0019718765494686984
2002-07-25,-0.17523728919522366,0.032204897216848424,-0.04531764190792042,0.0019818956670871
2002-07-26,-0.15363834661701983,0.027546465728055233,-0.04379562938007326,0.001991914884890767
2002-07-29,-0.10739462974049548,0.008568842589795086,-0.03715532125076835,0.0020019342028805473
2002-07-30,-0.12780547551367683,0.0023056947291614192,-0.027536590353071808,0.0020119536210574697
2002-07-31,-0.12257492364269443,-0.018328234515614477,-0.03469203355819007,0.0020219731394227436
2002-08-01,-0.13194054659862792,-0.003796586056753945,-0.029118329023234857,0.002021973139422575
2002-08-02,-0.1406537054637536,-0.019143982123823428,-0.03514442408786181,0.002021973139422568
2002-08-05,-0.15644954981340953,-0.020693976818738836,-0.042956248458398495,0.0020219731394224773
2002-08-06,-0.13245155836769398,-0.017654785035915763,-0.04343703000744982,0.002021973139422632
2002-08-07,-0.1015653866078215,-0.03260691574517827,-0.04840867163059961,0.002021973139422787
2002-08-08,-0.07165660372942943,-0.06014291181805717,-0.038581566690468146,0.0020219731394226963
2002-08-09,-0.08425607153876641,-0.07044528149419207,-0.027501734361587527,0.002021973139422689
2002-08-12,-0.08928662647937449,-0.0672857433127267,-0.046493604318608384,0.0020219731394227115
2002-08-13,-0.08770164210694924,-0.06812703698983504,-0.043542750942735284,0.0020119536210574523
2002-08-14,-0.031412282666704684,-0.067374692282591,-0.04785673071697378,0.0020019342028803687
2002-08-15,-0.024081073970625536,-0.06803679949902315,-0.042341469594591265,0.001991914884890554
2002-08-16,-0.05697298176244148,-0.049241534791934626,-0.03539562349917581,0.0019818956670867322
2002-08-19,-0.024708265478982142,-0.05524451968952011,-0.03799148895970838,0.0019718765494682105
2002-08-20,-0.014120297037848685,-0.06614984636634796,-0.037037304759112884,0.0019618575320339256
2002-08-21,0.030512186163180983,-0.0745371700912457,-0.03173836046314018,0.0019518386147828245
2002-08-22,0.03830046441978411,-0.06439099349697663,-0.032320773479403014,0.0019418197977138655
2002-08-23,0.02055173853226644,-0.06017485036733152,-0.029116859114480833,0.001931801080826018
2002-08-26,0.03367385028838188,-0.04893473048730268,-0.02101477780606573,0.0019217824641182624
2002-08-27,0.0331491427501644,-0.07192545481198068,-0.00452722918702728,0.0019117639475897817
2002-08-28,0.008303461288816786,-0.07452536349284762,0.00016227870394290824,0.001901745531239387
2002-08-29,0.03845929964801979,-0.0652315832507594,-0.010563322140067331,0.0018917272150660916
2002-08-30,0.07177769986442285,-0.07782355082979035,-0.004443502304940011,0.0018817089990689204
2002-09-03,0.0632539565376762,-0.07937250840669911,-0.0022624384780836667,0.0018817089990687832
2002-09-04,0.1145887419624415,-0.07339142025541825,0.01954937459431294,0.0018817089990686407
2002-09-05,0.040057293315612155,-0.06492752375922295,0.03980738641883797,0.0018817089990686123
2002-09-06,0.06452184967225198,-0.0650206770244391,0.047842830894375,0.001881708999068626
2002-09-09,0.05854315764039504,-0.06285419259683102,0.03616770185934011,0.0018817089990686093
2002-09-10,0.011034768460785225,-0.05271007510647812,0.033578577167038104,0.0018817089990686812
2002-09-11,0.006504140639560891,-0.047745443369483366,0.035127550956378276,0.0018817089990685787
2002-09-12,-0.02369598360019543,-0.01552520306515959,0.03979355714620474,0.0018817089990686116
2002-09-13,0.0070016149425851625,-0.027265933444532313,0.032074610616860386,0.0018917272150658759
2002-09-16,0.031547537142127824,-0.029900218278734743,0.035089636677894775,0.0019017455312391068
2002-09-17,0.04680837904274071,-0.039112759484120053,0.03611998670445062,0.001911763947589653
2002-09-18,0.011450782623554742,-0.045250163016357314,0.04351489211820378,0.0019217824641180863
2002-09-19,-0.035937688382381226,-0.032229531842219314,0.050120080323111625,0.0019318010808257332
2002-09-20,-0.06269380882125931,-0.01588671417037872,0.05559219618410009,0.0019418197977137171
2002-09-23,-0.0793279565809617,-0.016580799107487672,0.05517021249583937,0.0019518386147827688
2002-09-24,-0.08959154971338239,-0.010702035328116345,0.05126256582760333,0.0019618575320339894
2002-09-25,-0.046885624452109316,-0.006137113432749926,0.03410421980892041,0.0019718765494682777
2002-09-26,-0.06544085805471864,-0.005836459136117774,0.05086728660203722,0.0019818956670869053
2002-09-27,-0.1037765350248967,0.01333446066131825,0.051284670093885924,0.001991914884890557
2002-09-30,-0.11577872813969418,0.01653963044891941,0.04613286002941948,0.002001934202880482
2002-10-01,-0.10374909548934848,0.006389612958809137,0.041114433357281537,0.0020019342028805183
2002-10-02,-0.1129204573288192,0.008900815705986434,0.03605947822108371,0.002001934202880443
2002-10-03,-0.13479988567015647,0.011412768737820824,0.029461686518979433,0.002001934202880397
2002-10-04,-0.1652851245978858,0.0168968825556584,0.030700882048945034,0.0020019342028803288
2002-10-07,-0.1631503039446835,0.01213223760698768,0.025650447726905144,0.002001934202880379
2002-10-08,-0.15725758070557533,-0.00013115826033297334,0.008060271536953352,0.0020019342028803067
2002-10-09,-0.1677009098222761,0.00977654108147557,-0.007735971932533707,0.002001934202880251
2002-10-10,-0.12363253319134068,-0.007243872172431095,-0.00793394959176503,0.0020019342028803526
2002-10-11,-0.09276159059245248,-0.026392280285231776,-0.008133099657088357,0.0020019342028803695
2002-10-14,-0.08320883959086867,-0.02140693955175253,-0.026424517807374065,0.0020019342028804424
2002-10-15,-0.001885979760719615,-0.04242383326882207,-0.030487531544664433,0.001991914884890759
2002-10-16,-0.04354349312629887,-0.04908027136923736,-0.026707566907079917,0.001981895667087262
2002-10-17,-0.004460801952968144,-0.035882350967844784,-0.032055861823665925,0.001971876549468839
2002-10-18,-0.017464800513197595,-0.04126150692538203,-0.039382199290193216,0.0019618575320345787
2002-10-21,-0.01035767907418298,-0.04328517848579692,-0.03145758564248661,0.0019518386147833915
2002-10-22,-0.027759496161791727,-0.04874281908090392,-0.02233504185996087,0.0019418197977143887
2002-10-23,-0.020076491280005243,-0.03987306594019041,-0.02184737976990702,0.0019318010808266933
2002-10-24,-0.010741974603680317,-0.04120617881104603,-0.021067042617748877,0.001921782464118866
2002-10-25,0.0021682466881026473,-0.04302334415793779,-0.027509959967891285,0.0019117639475902427
2002-10-28,-0.006348480063395857,-0.038307276961290805,-0.025751741735611497,0.0019017455312397883
2002-10-29,0.004186718027480559,-0.028894924333927045,-0.03379297139312388,0.0018917272150664787
2002-10-30,0.01911586260488543,-0.020604051349634524,-0.03996496957965347,0.0018817089990694914
2002-10-31,0.045896009447861916,-0.021482520906925075,-0.0381438168661962,0.0018716908832474434
2002-11-01,0.06197226311139827,-0.013553357660972853,-0.04408889545799137,0.001861672867599534
2002-11-04,0.08644117335564178,-0.0030105724131470604,-0.04819849128835591,0.0018516549521249745
2002-11-05,0.11038569241091024,-0.021672650437700308,-0.042843771126827794,0.0018416371368224144
2002-11-06,0.09456020323754126,-0.016983712566607995,-0.02977051223388169,0.0018316194216910868
2002-11-07,0.051956916380644584,-0.004497820206062901,-0.0421711467252946,0.001821601806729854
2002-11-08,0.07429283936295893,-0.01024701132704747,-0.04701970965502283,0.0018115842919377804
2002-11-11,0.06547824049865597,-0.02926384380228899,-0.03801667977638697,0.0018015668773137508
2002-11-12,0.03739060437890568,-0.006320609466728007,-0.035118557703007855,0.0018015668773138812
2002-11-13,0.062133363189457905,-0.005825946289441404,-0.04222810930412072,0.001801566877314019
2002-11-14,0.10048877596091613,-0.010171630609257016,-0.04798279721136614,0.001801566877314156
2002-11-15,0.13268721994299504,-0.019463937282854477,-0.04693358478468795,0.0018015668773140937
2002-11-18,0.1442452527995562,-0.014749821596714239,-0.04358142675709907,0.0018015668773140143
2002-11-19,0.12148205198554098,-0.011976422079745077,-0.026795344463194162,0.0018015668773141004
2002-11-20,0.17569336170817845,-0.0047551844758024165,-0.02856035038759335,0.001801566877314153
2002-11-21,0.16148180864623848,0.01413608358088719,-0.03204985621338127,0.0018015668773141641
2002-11-22,0.11714531392637034,0.033978770536596106,-0.025927894657457456,0.0018015668773141253
2002-11-25,0.11260001692617376,0.042138227421261824,-0.015695217995273143,0.001801566877314219
2002-11-26,0.04237758112515288,0.060267869892836334,-0.013043429019606945,0.0018015668773140557
2002-11-27,0.09792547435994267,0.06143416454971849,-0.018154138210104896,0.001801566877314008
2002-11-29,0.06876182894725674,0.04585116124118166,-0.008684859253722671,0.001801566877314068
2002-12-02,0.06248688139945224,0.05496738717325081,-0.006297346621719639,0.0017915494626902476
2002-12-03,0.029143712175012996,0.06495599861506043,-0.014626125596353005,0.0017815321482346524
2002-12-04,0.03674078882470213,0.0684933461695946,-0.018147414009945705,0.001771514933946061
2002-12-05,0.01749996632468019,0.061700500817965104,-0.014133458877271148,0.0017614978198236396
2002-12-06,0.038663470088535594,0.05358142856024509,-0.01786631345705035,0.0017514808058665616
2002-12-09,-0.0016819002217182432,0.05052787454982678,-0.012049621276159618,0.001741463892073435
2002-12-10,0.02116958799545121,0.05462821353175679,-0.010464780083099576,0.0017314470784436371
2002-12-11,0.031161865816046234,0.040025508567416226,-0.004511494893586447,0.001721430364975789
2002-12-12,0.017893426485541854,0.04271853348751907,0.0022884265878033412,0.001711413751669091
2002-12-13,0.008081420366191331,0.035541717646058804,0.0028877021791860733,0.0017013972385225595
2002-12-16,0.012837923676677557,0.022696355464282746,0.0023846990182976317,0.0016913808255352167
2002-12-17,-0.002738014230841563,0.016880943227504653,0.01234916183613198,0.0016813645127059021
2002-12-18,-0.02226108003592201,0.02293624961127765,0.010225352405706703,0.0016713483000336518
2002-12-19,-0.03852768119991137,0.021818064304140333,0.011636985795633884,0.001661332187517509
2002-12-20,-0.00460377549465151,0.012562097366884094,0.011738514999346984,0.001651316175156523
2002-12-23,0.007050035773275357,0.018342371733425133,0.009215224608786085,0.0016413002629495602
2002-12-24,0.023198218350785758,0.025196795975552907,0.004492692195742328,0.0016312844508958738
2002-12-26,0.012847507424297614,0.02407446668059584,0.006202381399519496,0.001621268738994153
2002-12-27,-0.002848489741345799,0.023564926195631847,0.008826642801504303,0.0016112531272434742
2002-12-30,-0.023194547111653183,0.012738955114337005,0.01644924991515648,0.001601237615642921
2002-12-31,-0.027951874135957778,0.020498624495190937,0.024587354398064087,0.0015912222041915831
2003-01-02,0.012697411127447858,0.00900377356138335,0.022432704443892244,0.001581206892888367
2003-01-03,0.016462463801454625,0.006778401830220263,0.02090364257283964,0.0015711916817321852
2003-01-06,0.018456896184073063,-0.004829419918344021,0.026159127156590013,0.0015611765707221484
2003-01-07,-0.009357265330742569,-0.001141757278081699,0.026364646709395288,0.0015511615598571829
2003-01-08,-0.020476927215183936,-0.006207062078600564,0.02964114997103739,0.0015411466491364121
2003-01-09,-0.005543982801465877,-0.015957855027482298,0.02490669446337373,0.0015311318385585857
2003-01-10,0.015467795861399907,-0.021338341951976644,0.02215293978624064,0.001521117128123031
2003-01-13,-0.013184243523675488,-0.021338341951976522,0.025017832910766667,0.0015111025178285113
2003-01-14,-0.004571385296002961,-0.013554764887062084,0.018184380691361572,0.0015010880076739863
2003-01-15,-0.016727770780876682,-0.01404465624339547,0.02511565888607709,0.0015010880076739824
2003-01-16,-0.00474395324011953,-0.014241414444105227,0.03347089820684306,0.0015010880076740134
2003-01-17,-0.014934288189879415,-0.015527014525588599,0.03594183878832983,0.001501088007674082
2003-01-21,-0.019118003418519724,-0.010212454771952706,0.02411132126492791,0.0015010880076740006
2003-01-22,-0.034229494271330436,-0.005259554725775506,0.02124323594832275,0.001501088007673961
2003-01-23,-0.002116192208529345,-0.0014708269598718484,0.010950294442407225,0.0015010880076739663
2003-01-24,-0.04362910298218881,0.00012188231823014579,0.017426852885281643,0.0015010880076738284
2003-01-27,-0.06034887390907352,0.005437944875934109,0.012052226830968885,0.0015010880076739299
2003-01-28,-0.0459332896022539,0.0003443385196539404,0.005186063863343959,0.0015010880076738928
2003-01-29,-0.02658690999366126,0.0025548221925580593,0.0009815210207723796,0.0015010880076739097
2003-01-30,-0.06791958596105689,0.015147200887701757,-0.0006258358977675027,0.0015010880076737928
2003-01-31,-0.04875952908238459,0.015452753371163435,-0.0039047529205726546,0.0015010880076737345
2003-02-03,-0.03227238935737819,0.011785019938699992,-0.004702506647335715,0.0015010880076737371
2003-02-04,-0.03850950588115748,0.018226946050526074,-0.010654649535919493,0.0015010880076738028
2003-02-05,-0.054846201029674815,0.02477305600002224,-0.007279060783708979,0.0015010880076737438
2003-02-06,-0.06314364060563127,0.020384961854632892,-0.005491984385479813,0.0015010880076737525
2003-02-07,-0.06822910938400857,0.01397000799804765,-0.007581077946338642,0.001501088007673831
2003-02-10,-0.06001391668045111,0.011141357980717043,-0.007481885650281302,0.0015010880076737918
2003-02-11,-0.052186267768883784,0.009731961424391809,-0.009567216355768494,0.0015010880076738269
2003-02-12,-0.06720544092263576,0.020016645581699556,-0.008378815855445363,0.0015010880076739386
2003-02-13,-0.07074581180207463,0.02022075096350682,-0.017928781588370385,0.0015010880076739392
2003-02-14,-0.08191776442341889,0.01991218535680351,-0.020392582939127123,0.0015010880076740207
2003-02-18,-0.0628006250701374,0.020424549561242893,-0.022446677373303768,0.0015010880076739956
2003-02-19,-0.08877021511274515,0.02309232616140298,-0.018421804283557473,0.0015010880076740559
2003-02-20,-0.09060422896981914,0.029625743530623718,-0.018814907285446412,0.0015010880076740138
2003-02-21,-0.06617792861273436,0.02705322268430499,-0.023400796243042334,0.0015010880076740613
2003-02-24,-0.0998134865869345,0.03250150822151529,-0.021145144336393397,0.0015010880076740108
2003-02-25,-0.09387463114058692,0.032604717088790605,-0.02495429813512427,0.0015010880076740543
2003-02-26,-0.10385398542317964,0.0331204521387799,-0.022034416815904276,0.0015010880076740043
2003-02-27,-0.0985065203933825,0.028992923364753564,-0.021936453720323282,0.0015010880076740526
2003-02-28,-0.08270206437676865,0.014779466508179902,-0.02504851830031246,0.0015010880076742011
2003-03-03,-0.08573947475962707,0.013564161757870563,-0.022129210539958165,0.0015010880076742623
2003-03-04,-0.08611037152443043,0.028327276117980065,-0.032819509371264495,0.0015010880076742382
2003-03-05,-0.06467150647133241,0.012989790643415289,-0.0274759707490064,0.001501088007674321
2003-03-06,-0.06372730246009804,0.010064406862429603,-0.023379079151359193,0.0015010880076743228
2003-03-07,-0.06585961972353181,0.0010882978049400708,-0.016192251810436837,0.0015010880076744351
2003-03-10,-0.061824041038938786,0.00517355909786354,-0.021378427526972336,0.001501088007674471
2003-03-11,-0.053811150286246515,0.01189209745177003,-0.025398816752563013,0.0015010880076744317
2003-03-12,-0.06259465333513965,0.007244829432323038,-0.0270631281654416,0.0015010880076743195
2003-03-13,-0.03688424136261624,0.0003804629860012316,-0.03241481612932799,0.0015010880076743267
2003-03-14,-0.0146441104285149,-0.012425836480625256,-0.025022729883432227,0.0015010880076744546
2003-03-17,0.006078717817804957,-0.01708140174495935,-0.02901016809538031,0.0015010880076743263
2003-03-18,0.006780376782109338,-0.0043136543705860645,-0.03484719744256765,0.001501088007674323
2003-03-19,0.02780173879479078,-0.019865101840875345,-0.03504075059659508,0.001501088007674257
2003-03-20,0.035754782095684924,-0.022017309422420514,-0.029636438368713096,0.0015010880076743202
2003-03-21,0.06525544668234738,-0.02993976146130294,-0.03215510190094968,0.0015010880076743245
2003-03-24,0.04049207971884039,-0.013768843646739531,-0.028371425976143713,0.001501088007674272
2003-03-25,0.045865561509026216,-0.015838066774266434,-0.029148262733308443,0.0015010880076743547
2003-03-26,0.047550912398757784,-0.020253549027023837,-0.030218983518342932,0.0015010880076743844
2003-03-27,0.05985632058491017,-0.015363130483682604,-0.031671766425286386,0.0015010880076743631
2003-03-28,0.057518558498198,-0.01211285373125326,-0.027594594915498198,0.0015010880076744828
2003-03-31,0.020676646008810348,0.003926862943743599,-0.018398809394578233,0.0015010880076743657
2003-04-01,0.012168504897625838,0.005439104653339481,-0.01466648547592622,0.0015010880076743933
2003-04-02,0.0458055246978491,0.004834086638303876,-0.022155769114673013,0.0015010880076743774
2003-04-03,0.04939102311871492,0.0006497686094709767,-0.0210784166968305,0.00150108800767451
2003-04-04,0.03737549072489683,-0.005265303662641952,-0.017655271985509563,0.0015010880076744134
2003-04-07,0.058076528821219345,-0.005661454477591054,-0.009879975571007605,0.0015010880076744694
2003-04-08,0.04819974692358342,-0.009438052651489198,-0.006607015458199976,0.0015010880076744893
2003-04-09,0.04756305948872403,-0.006174420037421716,-0.0037399377759036742,0.0015010880076744755
2003-04-10,0.04103844527737549,-0.005975096816410346,-0.004438437418889348,0.0015010880076744297
2003-04-11,0.03346989568019912,0.0021381656944592987,-0.007715597674767265,0.0015010880076743538
2003-04-14,0.06000113733915921,-0.0026682523664252923,-0.012751571853151795,0.0015010880076742497
2003-04-15,0.08215619357818792,-0.012049095537236158,-0.01156115976133488,0.0015010880076743087
2003-04-16,0.06186173827095659,0.0033081709700076827,-0.012943591705724494,0.001501088007674343
2003-04-17,0.08713396197325049,0.002205964849896745,-0.013535115721881793,0.0015010880076743542
2003-04-21,0.07774723562433496,0.013716289249744412,-0.01244924423913787,0.0015010880076743445
2003-04-22,0.12664543568389855,-0.004471919349998116,-0.010178104614850275,0.0015010880076743156
